customer_id,customer_ext_id,customer_name,city,postal_code,country_id
11600,23-605-5942,Kelsy Schroder,Gersikputih Tengah,746699855,13
11601,04-962-5217,Adelheid Casolla,Sarae,747247220,13
11602,16-138-8056,Jesse Martelet,Shilovo,3810-1442,7
11603,27-913-7247,Cornela LaBastida,Longsheng,693451,1
11604,48-898-3804,Ximenez Meredith,YÃ©limanÃ©,649-7008,92
11605,39-552-7180,Sherm Probat,Krasnopillya,34301,17
11606,21-644-8108,Hulda Nayshe,Krajan Kedungsalam,649-7008,13
11607,39-791-8742,Thorin Jolliman,Shuangfeng,354397,1
11608,47-423-8685,Alfreda Chasmer,Fort Smith,1033 01,48
11609,82-214-2697,Francis Runciman,Longtang,-326865712.666667,1
11610,98-132-2808,Nels Hargreaves,Houk,-327025760.666667,49
11611,33-208-6770,Stephanie Uman,HiratachÅ,-327185808.666667,4
11612,25-056-4351,Leonie Battin,Pionerskiy,993-0714,7
11613,86-592-7704,Leslie Noden,Carbajales,610769106,21
11614,82-505-1173,Grenville Penburton,Zhaoyuan,611216070,1
11615,13-051-6609,Celle Oller,VÃ¥rgÃ¥rda,987-1035,26
11616,14-150-3681,Ibrahim Jurries,Vilar,1034 01,8
11617,77-254-6430,Renato Paulin,Grand Junction,747794585,48
11618,19-203-6248,Janeva Silman,Birmingham,748341950,48
11619,50-471-6999,Pablo Dracksford,Rio Claro,3810-1443,42
11620,74-924-9475,Erinn Vannar,Villeneuve-lÃ¨s-Avignon,693452,27
11621,08-784-0123,Amandie Rohmer,Aloja,649-7009,84
11622,66-811-8791,Gordan Hitscher,Basiong,34302,13
11623,37-292-6370,Emelda Furbank,Inyati,649-7009,80
11624,55-446-0184,Marsh Fransoni,Krasnaya Poyma,354398,7
11625,34-938-2645,Law Leinweber,Wonorejo,1034 01,13
11626,29-402-3395,Kaleena Philips,Pandaan,-327345856.666667,13
11627,63-009-8189,Eyde Ellerton,Porto Formoso,-327505904.666667,8
11628,71-643-1944,Hermione Tire,Amparo,-327665952.666667,19
11629,24-648-1490,Itch Merle,Ja Ela,993-0715,106
11630,91-488-9581,Henrie Ledward,Arias,611663034,36
11631,07-280-9648,Anna-diane Kopps,Libertador General San MartÃ­n,612109998,36
11632,11-549-7666,Jessalin Dimitriades,Sampir,987-1036,13
11633,38-163-2437,Burke Jupp,Kupavna,1035 01,7
11634,22-928-0299,Farrel Teare,GosÃ« e Madhe,748889315,54
11635,03-512-0082,Saul Parsonage,Gudang,749436680,13
11636,00-352-9063,Sharon Lazare,Ayacucho,3810-1444,3
11637,14-064-2226,Ainslee Feighney,Itapissuma,693453,19
11638,48-890-3098,Jessey Doddrell,Log pri Brezovici,649-7010,74
11639,07-161-0216,Marsiella Duprey,ÅŒbu,34303,4
11640,81-464-9164,Gianni Aistrop,San Francisco,649-7010,11
11641,32-091-9218,Neely Frankcomb,Xiaogang,354399,1
11642,33-285-9278,Lucretia Whyborn,Pilluana,1035 01,3
11643,50-753-5196,Alister Stronack,Kudang,-327826000.666667,13
11644,37-149-1807,Nancy Rollinshaw,Smoky Lake,-327986048.666667,16
11645,74-548-0202,Eimile Matz,Malunda,-328146096.666667,13
11646,81-015-5506,Valerye Phorsby,Cipari Satu,993-0716,13
11647,76-847-6826,Gothart Domesday,Sokhumi,612556962,107
11648,46-324-1886,Ram Sinclaire,PriozÃ«rsk,613003926,7
11649,87-886-6643,Henrie Karolovsky,Karpogory,987-1037,7
11650,29-913-3446,Paxon Jeffcoat,Strunino,1036 01,7
11651,02-156-3419,Reg Lepper,Koua,749984045,108
11652,71-908-5082,Wenona MacGinlay,Chicago,750531410,48
11653,65-760-7724,Niles MacMenamy,Zhongshanmen,3810-1445,1
11654,58-196-6560,Cele Dunster,Tomakivka,693454,17
11655,22-501-0325,Jenn Josephoff,Garmeh,649-7011,78
11656,22-414-3931,Tyson Gahagan,Kota Bharu,34304,89
11657,30-959-5571,Felice Fiddler,Novyy Starodub,649-7011,17
11658,79-080-9855,Charline Warriner,Skara,354400,26
11659,15-086-9086,Hanni Dunbleton,Dalubian,1036 01,1
11660,34-839-6626,Terrye Littlechild,Gangbian,-328306144.666667,1
11661,11-402-7555,Anjela Shobrook,Berbera,-328466192.666667,109
11662,10-196-1743,Steven Cornbell,SzÃ©kesfehÃ©rvÃ¡r,-328626240.666667,90
11663,07-187-1437,Julie Brandes,Å irvintos,993-0717,101
11664,33-882-5916,Boot Terbeck,PrzyborÃ³w,613450890,38
11665,75-071-4546,Henryetta Kempster,Criuleni,613897854,68
11666,34-099-5874,Mei Scrogges,Kolyvanâ€™,987-1038,7
11667,41-356-7756,Florinda Cellier,Bukowiec,1037 01,38
11668,15-038-3835,Gay Skechley,Mafang,751078775,1
11669,59-386-1239,Beret Behneke,Ginowan,751626140,4
11670,28-875-7993,Adria Koubu,Lac du Bonnet,3810-1446,16
11671,13-040-2063,Karissa Sancraft,Pompano Beach,693455,48
11672,46-402-7692,Julietta Legerwood,Ranot,649-7012,23
11673,64-665-8707,Bentley Gwyneth,Zaoshi,34305,1
11674,34-728-6780,Janeva Buist,AlenÃ§on,649-7012,27
11675,14-396-6788,Giselle Abrahart,SzamotuÅ‚y,354401,38
11676,58-991-4580,Inez Flade,Moinhos,1037 01,8
11677,02-681-4911,Nicole Linnit,Huangzhou,-328786288.666667,1
11678,75-669-7534,Michaela Babcock,Korsakovo,-328946336.666667,7
11679,28-783-9841,Jacquetta Plampin,Donggou,-329106384.666667,1
11680,49-464-9139,Ynez Hows,FlorianÃ³polis,993-0718,19
11681,86-404-0358,Elvina McGlynn,Miaotang,614344818,1
11682,48-766-8760,Myra Zaczek,Vera,614791782,36
11683,05-480-9942,Sabina Corneille,Loa Janan,987-1039,13
11684,95-306-3083,Leanna Dur,Nossa Senhora do Socorro,1038 01,19
11685,61-676-0339,Barnabas Casson,Litein,752173505,104
11686,09-974-0828,Cornall Pimlock,Grzechynia,752720870,38
11687,47-010-9846,Harlie Jindracek,Dedza,3810-1447,110
11688,63-400-1629,Leonora Tullett,Homa Bay,693456,104
11689,78-969-3391,Vale Norwood,Atlanta,649-7013,48
11690,71-011-7586,Kimberli Eisenberg,Laramate,34306,3
11691,81-476-1236,Lisle Scamadin,VysokÃ© nad Jizerou,649-7013,15
11692,91-908-8699,Graham Rumford,Verkhniy Dashkesan,354402,18
11693,07-014-5107,Fredelia Snedden,Oenam,1038 01,13
11694,24-388-6822,Anatole Desforges,Wassa-Akropong,-329266432.666667,41
11695,18-648-5116,Gawain Willmont,Saskylakh,-329426480.666667,7
11696,90-423-2784,Brittni Nielson,Garagoa,-329586528.666667,11
11697,57-843-3690,Paddie Tellenbrok,Novozybkov,993-0719,7
11698,18-423-4240,Monique Fry,Nowlamary,615238746,46
11699,45-272-9855,Ogdon Petr,Mirabel,615685710,16
11700,11-687-7365,Lance Cheatle,Newport Beach,987-1040,48
11701,51-291-3742,Devonne Yanuk,Yangying,1039 01,1
11702,53-853-8502,Vaughan Gorch,Chiantla,753268235,64
11703,45-685-2873,Terencio Loche,Keruguya,753815600,104
11704,52-993-1145,Winnah Laye,Cibaregbeg,3810-1448,13
11705,36-740-6346,Lawrence O'Cahey,Fojo,693457,8
11706,91-003-5808,Goldie O'Sherrin,BouÃ§as,649-7014,8
11707,19-291-5558,Kristoffer Pales,Rennes,34307,27
11708,57-799-5797,Sol Hynam,VÃ¤nnÃ¤s,649-7014,26
11709,56-376-6225,Kristian Beeken,PiÃ±as,354403,88
11710,95-505-4189,Caterina Rosenzwig,Sumberejo,1039 01,13
11711,07-597-7903,Carroll Tear,Napoli,-329746576.666667,111
11712,62-551-8160,Jonell Aiton,Karaundi,-329906624.666667,50
11713,38-029-8372,Sherye Christmas,Buffalo,-330066672.666667,48
11714,97-361-6034,Natka Featenby,Khatanga,993-0720,7
11715,78-757-0953,Biddy Spadoni,Ebak,616132674,13
11716,14-188-9770,Brynn Roset,Trujillo,616579638,21
11717,37-428-9401,Marcelia Kerswell,Condado,987-1041,98
11718,73-471-6783,Tove Jaquest,Samamiya,1040 01,9
11719,03-040-0318,Lorne Boldry,Decatur,754362965,48
11720,11-586-9495,Debbie Noteyoung,NahrÄ«n,754910330,60
11721,69-530-7688,Devonne Whal,Balboa,3810-1449,11
11722,79-339-7626,Zena Todari,Telgawah,693458,13
11723,39-702-3793,Kathleen Mac Giolla Pheadair,Sucre,649-7015,88
11724,88-988-5357,Korney Buffery,MethÃ³ni,34308,44
11725,92-702-5870,Desiri Issac,Tinampo,649-7015,31
11726,18-907-7870,Serene Steadman,Shiquan,354404,1
11727,06-321-2499,Mano Abrahamson,Cercal,1040 01,8
11728,36-850-2399,Yardley Eliet,Sacramento,-330226720.666667,48
11729,31-320-9549,Christi Flute,Leigu,-330386768.666667,1
11730,47-474-8927,Walther Rablin,Guangfu,-330546816.666667,1
11731,83-549-0652,Sophey Garling,Xincheng,993-0721,1
11732,44-311-9619,Gavra Breslin,Tsotsin-Yurt,617026602,7
11733,40-236-9118,Emmerich Ochterlony,Gomel,617473566,20
11734,66-514-5198,Kellina Oates,Villa de Soto,987-1042,36
11735,14-693-9001,Karee Colchett,MontbÃ©liard,1041 01,27
11736,71-801-5063,Enrika Marty,Rulong,755457695,1
11737,48-306-2176,Cal Rorke,Jongorsari,756005060,13
11738,86-277-5508,Jehu Dauney,Tugu,3810-1450,13
11739,57-157-8353,Barb Murfett,Swan Hills,693459,16
11740,30-847-7835,Jo O'Nowlan,Kafr BaÅ£nÄ,649-7016,47
11741,21-383-0942,Hermine Dorton,Olszyna,34309,38
11742,67-467-1171,Egon Lawrance,Farinheiras,649-7016,8
11743,18-179-2197,Winn Raynes,Citangtu Kaler,354405,13
11744,76-335-3399,Emilie Faircley,Ystad,1041 01,26
11745,45-044-4374,Antonino McMains,Noling,-330706864.666667,31
11746,13-951-6935,Megan Beddows,Marull,-330866912.666667,36
11747,72-152-2430,Haslett Jenkyn,Yongning,-331026960.666667,1
11748,61-623-7377,Gus Trower,Banarankrajan,993-0722,13
11749,09-203-2909,Doreen Sothcott,Decatur,617920530,48
11750,91-336-4124,Allyn Gurnay,NghÄ©a HÃ nh,618367494,28
11751,42-547-8958,Katy Pine,Linggou,987-1043,1
11752,03-547-5984,Joanie Swindley,Zaymishche,1042 01,7
11753,27-104-9440,Petronille Scrimgeour,San Francisco,756552425,48
11754,53-236-6596,Ellis Castanares,Jinsha,757099790,1
11755,95-631-7257,Delly Ventum,Su-ngai Kolok,3810-1451,23
11756,17-578-7660,Antonella Ochterlony,DobÅ™Ã­v,693460,15
11757,80-268-7959,Felita Dovey,Tianhekou,649-7017,1
11758,70-610-7059,Hall Everil,Richky,34310,17
11759,91-839-0337,Dodi Basindale,Niquero,649-7017,98
11760,98-336-1192,Krishnah Pearch,LenÃ§Ã³is Paulista,354406,19
11761,13-919-9687,Gabrielle Coxall,Junxi,1042 01,1
11762,07-667-2054,Jobie Coaten,San Pedro de Atacama,-331187008.666667,112
11763,85-451-7757,Borden Hacking,Made,-331347056.666667,13
11764,09-340-5529,Dell Hellsdon,Å avnik,-331507104.666667,113
11765,28-994-2175,Dorie Cammell,Zamoskvorechâ€™ye,993-0723,7
11766,21-516-0006,Rayna Strathearn,Guanchao,618814458,1
11767,90-138-4450,Brendin Meedendorpe,Kudahuvadhoo,619261422,114
11768,27-611-0020,Raquel Borham,Toledo,987-1044,99
11769,23-205-4715,Tildy Shanks,Cabog,1043 01,31
11770,90-947-8460,Alisander Shoebottom,Kajatian,757647155,31
11771,37-076-7913,Brandon Cocklie,Gustavia,758194520,115
11772,46-123-3292,Hebert Aubin,Barrancas,3810-1452,11
11773,30-426-0861,Aldin Purrier,Hamburg Bramfeld,693461,12
11774,17-425-9366,Willi Voce,Huangjin,649-7018,1
11775,54-763-6870,Roxine Humphries,Cruces,34311,98
11776,21-910-6325,Guthrey Juara,Sam Roi Yot,649-7018,23
11777,87-825-2791,Mariel Bourdel,Rainis,354407,13
11778,10-534-1630,Cissiee Gobeau,Chust Shahri,1043 01,83
11779,12-760-8688,Bonnee Keller,Shentang,-331667152.666667,1
11780,20-910-8042,Nelie Cleare,Dadian,-331827200.666667,1
11781,49-905-8008,Hurlee Dhennin,Zhiqu,-331987248.666667,1
11782,21-823-5019,Charil Fanton,Clifden,993-0724,87
11783,70-815-9836,Far Emmanuele,SkÃ¶vde,619708386,26
11784,40-189-3632,Jilly Bursnoll,Jiangya,620155350,1
11785,42-611-3228,Wakefield Strotton,Presa,987-1045,8
11786,62-189-0455,Skippy McIlwain,TÃ¢y Há»“,1044 01,28
11787,67-746-6460,Ara McWard,ÐœÐ°Ñ‚ÐµÑ˜Ñ‡Ðµ,758741885,116
11788,44-431-8932,Elvira Beverstock,Tojeira,759289250,8
11789,82-729-5605,Westbrooke Blindt,Qiryat Yam,3810-1453,117
11790,77-869-4945,Maribelle Allcroft,Motupe,693462,3
11791,53-704-6388,Roosevelt Grigg,Jielin,649-7019,1
11792,14-346-3203,Jard Adderson,Shangwuzhuang,34312,1
11793,14-832-8262,Steward Pettinger,Nangalimang,649-7019,13
11794,12-510-9183,Barby Noell,Perrelos,354408,31
11795,44-900-5794,Bertrand Bilton,JesÃºs MarÃ­a,1044 01,36
11796,42-905-5328,Emilee Riddeough,Oral,-332147296.666667,22
11797,20-850-2376,Agretha Dutteridge,Otjiwarongo,-332307344.666667,67
11798,75-271-9762,Ferrel Jeratt,Jindou,-332467392.666667,1
11799,68-882-8050,Selia Grigoroni,Bun Barat,993-0725,13
11800,42-607-3260,Celine Coopland,Pajaten,620602314,13
11801,60-346-2768,Danna O'Nion,MorfovoÃºni,621049278,44
11802,76-163-3165,Cornelia Rowth,Enzan,987-1046,4
11803,19-601-3865,Horatio Codi,Hatsâ€™avan,1045 01,14
11804,47-264-6899,Dru Priscott,DolnÃ­ DvoÅ™iÅ¡tÄ›,759836615,15
11805,56-511-3188,Bibbie Bover,Bazar-Korgon,760383980,118
11806,21-798-9412,Lise Fegan,DÅ« LaÄ«nah,3810-1454,60
11807,82-520-3770,Faith Grushin,Washington,693463,48
11808,95-331-1993,Berte Cornall,DÄrchulÄ,649-7020,52
11809,53-257-4115,King Hillin,Wang Nam Khiao,34313,23
11810,42-410-0705,Selena Relton,Singojuruh,649-7020,13
11811,38-609-7229,Virgie Belhomme,Kasese,354409,29
11812,03-331-1028,Brunhilda Beeze,Ribas do Rio Pardo,1045 01,19
11813,29-836-4385,Colver McChesney,Parengan,-332627440.666667,13
11814,41-226-8734,Dominick Crafts,Pul-e SangÄ«,-332787488.666667,60
11815,16-815-6643,Tiertza Barford,Volokolamsk,-332947536.666667,7
11816,77-281-8756,Hastie Charopen,Tuburan,993-0726,31
11817,30-825-3298,Doug Logg,Mozhaysk,621496242,7
11818,96-799-4054,Clive Crammy,Shiban,621943206,1
11819,68-814-7130,Ximenes Carnachen,Kostanay,987-1047,22
11820,32-736-6261,Jere Whitebrook,Kotaagung,1046 01,13
11821,63-784-1408,Gabe Boyan,Novi Slankamen,760931345,82
11822,40-260-1346,Gennifer Koenen,Cayambe,761478710,88
11823,35-306-1244,Tedda Plumridge,Bapska,3810-1455,33
11824,48-853-9332,Lexie Spinetti,Shijia,693464,1
11825,56-125-9083,Anastasia Baudy,Jangdam,649-7021,1
11826,72-073-0415,Anna-maria Neilan,Nong Saeng,34314,23
11827,50-376-1116,Melisandra Mungham,Xinhua,649-7021,1
11828,20-180-7160,Dian Collough,Mayong,354410,1
11829,47-775-2879,Elayne Karet,Xiaosong,1046 01,1
11830,58-519-0920,Pail Duignan,TanÅ«mah,-333107584.666667,119
11831,53-665-5572,Rivi Bowart,Kushtia,-333267632.666667,46
11832,99-823-8050,Carlye Chiswell,TraganÃ³n,-333427680.666667,44
11833,46-151-7455,Braden Bartolacci,Royan,993-0727,27
11834,57-249-9311,Hedi Chadwin,Huaishu,622390170,1
11835,41-836-7896,Annamarie Taylot,Helsingborg,622837134,26
11836,77-952-2629,Rhetta Nevill,Lupao,987-1048,31
11837,04-242-3472,Raye Fyldes,MompÃ³s,1047 01,11
11838,97-519-5326,Kellby Quarterman,Hanggan,762026075,31
11839,74-748-7404,Raye Rossant,Orikum,762573440,54
11840,03-350-0766,Aaron Cromley,Cruz,3810-1456,8
11841,59-273-7178,Morganne Brecknell,Naryn,693465,118
11842,75-358-8408,Dieter Crannis,ViÃ±ales,649-7022,98
11843,53-501-6288,Kerri Barnes,Posse,34315,19
11844,06-093-4453,Adaline Reichartz,Jetaral,649-7022,1
11845,09-685-7250,Ally McBrearty,Mundolsheim,354411,27
11846,48-621-4122,Theda Jagoe,MutÄ KhÄn,1047 01,60
11847,37-038-2215,Jethro Fenwick,Villa del Rosario,-333587728.666667,11
11848,60-917-4254,Bambie Frears,Zhanjiang,-333747776.666667,1
11849,62-845-0351,Ezri Gouck,InÄukalns,-333907824.666667,84
11850,83-415-1839,Charisse Risso,KavallÃ¡ri,993-0728,44
11851,79-877-0995,Leanna Chapelhow,Aix-en-Provence,623284098,27
11852,35-922-4096,Florella McMullen,Yongâ€™an,623731062,1
11853,07-117-6288,Raven Cawkwell,Lembursawah,987-1049,13
11854,29-212-8537,Mable Browncey,Paninggaran,1048 01,13
11855,98-667-2397,Essie Hagland,Spas-Zaulok,763120805,7
11856,42-820-6751,Valida Greenhill,New Pandanon,763668170,31
11857,14-111-5943,Malinde Firbanks,Pilang,3810-1457,13
11858,60-136-0339,Persis Chipchase,Suwaru,693466,13
11859,48-656-3310,Demetris McGibbon,Napoli,649-7023,111
11860,07-805-8279,Natala Stobbe,LidingÃ¶,34316,26
11861,21-055-2991,Shandy Sefton,Rakhmanovo,649-7023,7
11862,38-183-2380,Sander Maloney,Hallsberg,354412,26
11863,31-360-2315,Ellis Kops,Rouen,1048 01,27
11864,58-897-9539,Yankee Penright,Kuznechikha,-334067872.666667,7
11865,45-104-2327,Wandie Yeeles,PÃ­ritu,-334227920.666667,59
11866,26-472-0085,Tanner Garner,Lazaro Cardenas,-334387968.666667,6
11867,95-863-7435,Maryjo Strangwood,Kortowo,993-0729,38
11868,85-315-2081,Dorise Reames,VargÃ¶n,624178026,26
11869,82-197-4890,Sly Fullwood,Urcos,624624990,3
11870,90-268-2856,Florella Reape,LÃ©rida,987-1050,11
11871,54-078-7771,Korney O'Carney,North Bay,1049 01,16
11872,91-387-2469,Rorie Colicot,Pantian,764215535,1
11873,87-182-2023,Nathanil Eykel,ÅŒdachÅ-Åda,764762900,4
11874,13-867-0430,Carol-jean Sodory,Hongwei,3810-1458,1
11875,50-466-7631,Ludwig Fuxman,Iranduba,693467,19
11876,41-164-0757,Gloriane Allsepp,Tabatinga,649-7024,19
11877,01-646-4719,Christoper Myrkus,Ziketan,34317,1
11878,24-476-4314,Steward Doyland,Masipi West,649-7024,31
11879,96-936-2893,Jenilee Ricardou,Uyutne,354413,17
11880,43-976-6171,Riccardo Jahner,Taksimo,1049 01,7
11881,04-213-6891,Leonard Fuxman,La Clotilde,-334548016.666667,36
11882,03-754-8064,Ali Einchcombe,Hushi,-334708064.666667,1
11883,80-279-3555,Cynthea O'Hickee,Aulnay-sous-Bois,-334868112.666667,27
11884,34-747-6973,Renata Vlach,Babice,993-0730,38
11885,80-992-8483,Manuel Gloyens,Xiadu,625071954,1
11886,27-053-6056,Jerrome Drohan,Sukadana,625518918,13
11887,28-076-4615,Karoly Ivie,Thatta,987-1051,50
11888,05-685-7660,Jory Glave,Salogon,1050 01,31
11889,96-672-3509,Charin Pinckard,Qinling Jieban,765310265,1
11890,62-549-2752,Malina Pengelly,Rawawilis,765857630,13
11891,40-270-8030,Marillin Dennehy,Foundiougne,3810-1459,62
11892,59-072-5051,Laina Thurborn,DzÃ¼Ã¼nkharaa,693468,56
11893,28-108-0435,Noel Ladley,Yachimata,649-7025,4
11894,57-785-3314,Gail Grigaut,Pasar,34318,13
11895,94-096-1282,Gordan Kneeshaw,Terek,649-7025,7
11896,46-049-5828,Quinn Stamps,Kota Kinabalu,354414,89
11897,41-128-9654,Odilia Bockett,Nuits-Saint-Georges,1050 01,27
11898,81-094-4880,Mikael O'Keevan,Cruz Alta,-335028160.666667,19
11899,71-750-9970,Egbert Mollnar,Pavlysh,-335188208.666667,17
11900,18-073-6715,Howie Flamank,Santa Maria,-335348256.666667,19
11901,41-371-0653,Judy Swainson,Zdenci,993-0731,33
11902,32-572-1979,Dulcie Lax,VelkÃ© Pavlovice,625965882,15
11903,54-536-6254,Nelli Myrie,ÅÄ™knica,626412846,38
11904,29-219-2253,Althea Jaggli,Lazaro Cardenas,987-1052,6
11905,71-721-5004,Row Colchett,Marang,1051 01,13
11906,97-710-2761,Adlai Arnull,Qalâ€˜at BÄ«shah,766404995,119
11907,59-575-5435,Paloma Spellar,Florencia,766952360,11
11908,65-481-0473,Hyacintha Hanne,Phoenix,3810-1460,48
11909,43-167-6563,Mattie Brenston,Daba,693469,1
11910,64-548-0720,Quintus Parcells,Oslo,649-7026,76
11911,80-680-2541,Sue Fargie,TeresÃ³polis,34319,19
11912,80-692-1577,Amaleta Brattan,Caringin Lor,649-7026,13
11913,20-619-2889,Willow Burmingham,Kanbe,354415,97
11914,33-530-9357,Fawnia Bartosch,KhÄndbÄri,1051 01,52
11915,37-845-3065,Donni Tatem,Fairbanks,-335508304.666667,48
11916,81-488-4385,Mary Jellett,Pasadena,-335668352.666667,48
11917,81-070-8211,Todd Riglesford,Barra,-335828400.666667,31
11918,57-713-4376,Aube Francescuzzi,PÃ©rigny,993-0732,27
11919,91-235-3553,Fanni Caccavella,Panacan,626859810,31
11920,34-942-9341,Allie Turbard,Dalam,627306774,13
11921,53-865-0514,Nadine Cudbird,Kuandian,987-1053,1
11922,31-432-4517,Ginelle Finnimore,Ujar,1052 01,18
11923,55-350-7166,Rici Bollin,Maszkienice,767499725,38
11924,44-464-5517,Yvon Chasmor,Corralito,768047090,36
11925,13-549-8164,Sindee Drynan,Malie,3810-1461,120
11926,76-184-8198,Kim McCloughlin,Vom,693470,9
11927,53-208-7209,Jarib Cranke,ShÄ«eli,649-7027,22
11928,38-865-5715,Cordelia Whicher,Ã‰pinal,34320,27
11929,15-968-4354,Adria Heller,Sungi Liput,649-7027,13
11930,23-557-3971,Ash Boise,Shouxihu,354416,1
11931,42-475-0558,Ravid Josephsen,Vimmerby,1052 01,26
11932,37-704-3505,Belle Priver,Chuchkovo,-335988448.666667,7
11933,50-685-3169,Wanda Ramas,Ipojuca,-336148496.666667,19
11934,86-294-0566,Jazmin Torald,Boavista,-336308544.666667,8
11935,23-082-9045,Mellicent Philliphs,MaracanaÃº,993-0733,19
11936,74-130-0054,Reggie Hallaways,Zhongluotan,627753738,1
11937,52-201-2191,Rubin Ind,Malinta,628200702,31
11938,30-902-5761,Melodee Gartshore,Santa Cruz,987-1054,48
11939,33-940-3140,Giffy Wreath,Correia Pinto,1053 01,19
11940,10-483-3261,Heida Bohden,Slavgorod,768594455,7
11941,66-300-2343,Saw Aspenlon,Almafuerte,769141820,36
11942,27-735-9532,Jenda Castellino,Delong,3810-1462,1
11943,42-165-1972,Bobby Blazewski,Xinglongchang,693471,1
11944,23-834-9533,Boniface Giovannilli,SzydÅ‚owo,649-7028,38
11945,81-334-5691,Halette O'Hanley,Hedong,34321,1
11946,30-022-9413,Herculie Eastment,Bulu,649-7028,13
11947,19-848-0069,Virginie Lammas,Syanno,354417,20
11948,98-591-9409,Zorine Delacourt,Mesopotam,1053 01,54
11949,10-047-1960,Isidro Chelam,Vladikavkaz,-336468592.666667,7
11950,42-897-6329,Annmarie Bountiff,Rislane,-336628640.666667,95
11951,39-999-0021,Sid Oultram,Tiblawan,-336788688.666667,31
11952,82-124-3942,Patrizia Kunrad,Chengnan,993-0734,1
11953,36-331-2831,Marillin Tieman,Takayama,628647666,4
11954,34-309-3114,Rodrigo D'Alessio,Siparia,629094630,42
11955,19-101-7328,Gigi Trunchion,Khanino,987-1055,7
11956,60-136-4870,Mitzi De Mico,Kotabaru,1054 01,13
11957,85-127-4717,Dannye Passmore,BÄ›lÃ¡ pod BezdÄ›zem,769689185,15
11958,49-948-7915,Carree Jeffree,Tetaf,770236550,13
11959,06-831-0706,Shell Oldis,Huxiaoqiao,3810-1463,1
11960,29-914-6794,Ardene Davydenko,Abuko,693472,73
11961,31-856-0244,Lethia Bodechon,VÃ¤nersborg,649-7029,26
11962,32-395-2589,Harriott Manby,Limbe,34322,121
11963,04-935-5157,Kissie Gosford,Dusun Desa Bunter,649-7029,13
11964,18-892-9010,Isador Saffen,Narathiwat,354418,23
11965,95-339-8822,Sheela Stein,Salt Lake City,1054 01,48
11966,95-862-4662,Dal Raper,Yanxi,-336948736.666667,1
11967,80-277-5556,Gauthier Sapshed,Ahmadpur SiÄl,-337108784.666667,50
11968,48-999-9247,Gizela Northover,Xin Bulag,-337268832.666667,1
11969,55-441-4945,Taffy Shipcott,Pateh Sam,993-0735,73
11970,74-776-1637,Forster Pervew,Kerikeri,629541594,122
11971,51-529-9908,Arlette Magauran,Vanadzor,629988558,14
11972,63-986-0563,Jameson Yaknov,Mulyoagung,987-1056,13
11973,96-628-9343,Esdras Scoffins,Sumberbening,1055 01,13
11974,61-684-7316,Gradey O'Gready,Hetian,770783915,1
11975,48-951-1953,Lowrance Kleinmintz,Beigang,771331280,1
11976,64-856-3763,Dore Coyett,Kota Bharu,3810-1464,89
11977,23-233-9582,Baxy Dunkerley,Layu,693473,1
11978,15-212-8866,Charlot Warkup,Solok,649-7030,13
11979,07-575-4456,Godfrey Jellicorse,Vazhiny,34323,7
11980,99-435-3448,Ives Darmody,Jiangkou,649-7030,1
11981,07-158-6611,Stephi Broose,JacareÃ­,354419,19
11982,40-581-7231,Hervey Ganning,Torres,1055 01,19
11983,49-436-2903,Bennett Pendered,Changnyeong,-337428880.666667,61
11984,49-449-2339,Jilleen Foux,KhÄnaqÄh,-337588928.666667,60
11985,28-494-9464,Jefferson Lauderdale,Batanghari,-337748976.666667,13
11986,28-255-9636,Stirling Santry,ChhÄgalnÄiya,993-0736,46
11987,04-007-9403,Reilly Domonkos,Fonte Boa da Brincosa,630435522,8
11988,30-134-4141,Mary Demangel,Daszewice,630882486,38
11989,43-303-6151,Carolan Di Giacomo,Talin Hiag,987-1057,1
11990,74-339-8181,Clarette Barreau,Zhongtang,1056 01,1
11991,34-231-0656,Germaine Vallack,Voronezh,771878645,7
11992,68-194-7215,Alena Geratasch,Augsburg,772426010,12
11993,82-442-4503,Dill Beardshall,Daohe,3810-1465,1
11994,65-959-0100,Dolorita Drayton,Sitrah,693474,123
11995,06-870-3808,Guthry Galpin,Forbach,649-7031,27
11996,79-834-1150,Paton Fritzer,Nowe Grocholice,34324,38
11997,91-484-8549,Kelbee Illesley,Sete Lagoas,649-7031,19
11998,58-358-2956,Christabella Coathup,Bangil,354420,13
11999,40-946-4285,Ephrem Steers,Saint-AndrÃ©-Avellin,1056 01,16
12000,22-719-1060,Melesa Halahan,Fernando Gutierrez Barrios,-337909024.666667,6
12001,72-055-7985,Laney Fadden,Daruoyan,-338069072.666667,1
12002,65-353-0657,Giacopo Bramich,Ongjin,-338229120.666667,2
12003,90-876-6799,Lia Bonar,Quince Mil,993-0737,3
12004,73-873-4827,Merrill Baudon,Susaki,631329450,4
12005,80-927-5246,Tasia Fautly,Tobruk,631776414,5
12006,77-111-2020,Angel Veschambre,Rafael Hernandez Ochoa,987-1058,6
12007,10-341-4047,Sheilah Maestro,BelozÃ«rskoye,1057 01,7
12008,83-800-4789,Audie Willcocks,PÃ³voa do Valado,772973375,8
12009,89-896-4591,Mart Malsher,Galâ€™bshtadt,773520740,7
12010,21-282-1343,Magdalen Lacheze,Fuyang,3810-1466,1
12011,04-699-2162,Margarita Mancktelow,Pindiga,693475,9
12012,72-013-3529,Ashil Brogini,Wakayama-shi,649-7032,4
